yelp_id,name,phone,display_phone,address,city,state,zip_code,categories,rating,review_count,is_closed,yelp_url,latitude,longitude,website,website_method,website_verified
XcWxNGnvUIXMwotEzhRoZQ,Kitty-Winks Luxury Cat Boarding,+12145520901,(214) 552-0901,"13002 Cr 483 Lavon, TX 75166",Lavon,TX,75166,Pet Boarding,5.0,4,False,https://www.yelp.com/biz/kitty-winks-luxury-cat-boarding-lavon-2?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.99805990000001,-96.4590398,http://yelp-ir.com/,from_yelp,True
1fAtZkSTxlnu5xUqm1fRXw,Dallas Veterinary Dentistry & Oral Surgery,+18174318451,(817) 431-8451,"2700 W State Hwy 114 Ste D Grapevine, TX 76051",Grapevine,TX,76051,Veterinarians,4.0,19,False,https://www.yelp.com/biz/dallas-veterinary-dentistry-and-oral-surgery-grapevine?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.94301779476826,-97.10417411445616,NONE,none,False
2PncqIfEMoi3P9O2TmqF0w,White Rock Pet Grooming,+12144008405,(214) 400-8405,"9777 Ferguson Rd Ste 103 Dallas, TX 75228",Dallas,TX,75228,Pet Groomers,5.0,19,False,https://www.yelp.com/biz/white-rock-pet-grooming-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.820451697986,-96.6801434,NONE,none,False
Dat5ig_mQ_2BpeFJRA4j4Q,City of Grand Prairie,+19722378575,(972) 237-8575,"2222 W Warrior Trl Grand Prairie, TX 75052",Grand Prairie,TX,75052,"Animal Shelters, Pet Adoption",3.5,24,False,https://www.yelp.com/biz/city-of-grand-prairie-grand-prairie-2?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.69926,-97.03542,http://yelp-ir.com/,from_yelp,False
SDC6P2hqfsS1I83eylkApw,D Best Pet Sitting,+12142824883,(214) 282-4883,"10316 Hedgeway Dr Dallas, TX 75229",Dallas,TX,75229,"Pet Boarding, Pet Transportation, House Sitters",4.8,23,False,https://www.yelp.com/biz/d-best-pet-sitting-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.886825,-96.848361,NONE,none,False
PqIiUgW0s-eUCkvjWbPOqg,ChinChildren Chinchilla Rescue,+19726178864,(972) 617-8864,"945 East Ovilla Rd Red Oak, TX 75154",Red Oak,TX,75154,"Pet Adoption, Animal Shelters",0.0,0,False,https://www.yelp.com/biz/chinchildren-chinchilla-rescue-red-oak?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.529972,-96.748731,NONE,none,False
NwYdTCXbeGGJbkZNpXsWsw,The Pack Leader Mobile Grooming,+14693385080,(469) 338-5080,"Heath, TX 75032",Heath,TX,75032,Pet Groomers,4.8,117,False,https://www.yelp.com/biz/the-pack-leader-mobile-grooming-heath-2?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.83735,-96.47426,NONE,none,False
ag1y6_1RBv8HPzUaYp2QKA,Wylie Animal Shelter,+19724298047,(972) 429-8047,"949-A Hensley Ln Bldg 100 Wylie, TX 75098",Wylie,TX,75098,Animal Shelters,5.0,1,False,https://www.yelp.com/biz/wylie-animal-shelter-wylie?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,33.00099377035809,-96.5674016007826,NONE,none,False
YqoQeLbYiVnfApNMmXNu5A,Metroplex Mutts,+12144534181,(214) 453-4181,"4925 Greenville Ave Ste 200 Dallas, TX 75206",Dallas,TX,75206,Animal Shelters,1.9,8,False,https://www.yelp.com/biz/metroplex-mutts-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.84737873886632,-96.7710648,NONE,none,False
zb_8WfpMMV0qFkzh9kDr7g,Texas Coalition for Animal Protection - Garland,+19405665551,(940) 566-5551,"1235 Northwest Hwy Garland, TX 75041",Garland,TX,75041,Community Service/Non-Profit,4.6,13,False,https://www.yelp.com/biz/texas-coalition-for-animal-protection-garland-garland?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.8635788,-96.6449512,NONE,none,False
VHo0v1WEzkff4JFMEFXh0w,Cane Rosso Rescue,+19723238367,(972) 323-8367,"1421 W Main St Carrollton, TX 75006",Carrollton,TX,75006,"Pet Adoption, Animal Shelters",3.0,8,False,https://www.yelp.com/biz/cane-rosso-rescue-carrollton?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.9504081966098,-96.9097920101512,NONE,none,False
XO0ceKPZtctBJkkTpDjlRQ,Dogs Mind Training,+12149608313,(214) 960-8313,"Richardson , TX 75080",Richardson ,TX,75080,Pet Training,4.9,74,False,https://www.yelp.com/biz/dogs-mind-training-richardson?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.96738052,-96.74510193,NONE,none,False
uCKU2joVN0WPFV8foTavIQ,International Rescue Committee,+12144619781,(214) 461-9781,"6500 Greenville Ave Ste 500 Dallas, TX 75206",Dallas,TX,75206,Community Service/Non-Profit,5.0,1,False,https://www.yelp.com/biz/international-rescue-committee-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.86437,-96.7669,NONE,none,False
9Q8jRSJiU7_uNR07a4ojVg,Kookaburra Bird Shop,+19724920841,(972) 492-0841,"1845 E Frankford Rd Carrollton, TX 75007",Carrollton,TX,75007,"Pet Sitting, Bird Shops",4.4,50,False,https://www.yelp.com/biz/kookaburra-bird-shop-carrollton?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,33.0005950927734,-96.8877868652344,NONE,none,False
bmLZbdNqOcJfZgnZIwB_Rg,Franchesco,+13234266682,(323) 426-6682,"Dallas, TX 75247",Dallas,TX,75247,Pet Adoption,0.0,0,False,https://www.yelp.com/biz/franchesco-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.81357849778563,-96.87749226179233,http://yelp-ir.com/,from_yelp,False
YgQNxct31EU3uHSsdbgprQ,Tri-City Animal Shelter and Adoption Center,+19722915335,(972) 291-5335,"1150 E Pleasant Run Rd Cedar Hill, TX 75104",Cedar Hill,TX,75104,"Animal Shelters, Pet Adoption",3.8,22,False,https://www.yelp.com/biz/tri-city-animal-shelter-and-adoption-center-cedar-hill?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.604035468654764,-96.91754267809132,NONE,none,False
hWa6LpI2mNxVe4eD9fYOIw,Dallas Mobile Pet Spaw,+12146995277,(214) 699-5277,"Dallas, TX 75207",Dallas,TX,75207,"Pet Groomers, Dog Walkers, Pet Waste Removal",4.1,34,False,https://www.yelp.com/biz/dallas-mobile-pet-spaw-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.7894815,-96.8249703,http://yelp-ir.com/,from_yelp,True
h7sJQJf6mP24-XjgPX_Xow,Underdog Kennels,+12142672275,(214) 267-2275,"7129 Harry Hines Blvd Dallas, TX 75235",Dallas,TX,75235,Pet Boarding,4.7,103,False,https://www.yelp.com/biz/underdog-kennels-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.82682821,-96.85652606,http://underdog-kennels.com,guessed,True
1b4UpZmRX4swRu49-LKqow,East Lake Pet Orphanage,+12143423100,(214) 342-3100,"10101 E Northwest Hwy Dallas, TX 75238",Dallas,TX,75238,"Pet Adoption, Animal Shelters, Community Service/Non-Profit",1.5,2,False,https://www.yelp.com/biz/east-lake-pet-orphanage-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.8645678,-96.71272770368788,NONE,none,False
dIkPawQBjTzjUBIX4muDRA,Life Pawtners,+12148709966,(214) 870-9966,"Little Elm, TX 75068",Little Elm,TX,75068,"Dog Walkers, Pet Sitting, Pet Transportation",4.7,12,False,https://www.yelp.com/biz/life-pawtners-little-elm?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,33.1571922302246,-96.9429016113281,http://yelp-ir.com/,from_yelp,False
zLVdXkbnWlNv_opUCW777w,Buckner Terrace Animal Clinic,+12143245579,(214) 324-5579,"3949 Saint Francis Ave Ste A Dallas, TX 75228",Dallas,TX,75228,"Veterinarians, Pet Boarding, Pet Adoption",4.3,20,False,https://www.yelp.com/biz/buckner-terrace-animal-clinic-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.793257,-96.691721,http://yelp-ir.com/,from_yelp,False
Zf32dAIZEQEWHf-HqxVbfw,Happy Tails Doggie Daycare And Pet Lodge,+12142213999,(214) 221-3999,"10121 E NW Hwy Dallas, TX 75238",Dallas,TX,75238,"Pet Groomers, Pet Boarding",4.3,60,False,https://www.yelp.com/biz/happy-tails-doggie-daycare-and-pet-lodge-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.86463,-96.711586,NONE,none,False
RuPdK9hbiqV-N8fimOOt6Q,Coppell Humane Society,+19724621121,(972) 462-1121,"Coppell, TX 75019",Coppell,TX,75019,"Community Service/Non-Profit, Pet Adoption",5.0,1,False,https://www.yelp.com/biz/coppell-humane-society-coppell?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.9638252258301,-96.9971008300781,http://yelp-ir.com/,from_yelp,False
Xv3afhsvFHFNwb8xYRjrBw,Birdiac's Bird Shop,+19726120923,(972) 612-0923,"2907 W 15th St Plano, TX 75075",Plano,TX,75075,"Bird Shops, Pet Groomers, Pet Sitting",4.4,11,False,https://www.yelp.com/biz/birdiacs-bird-shop-plano?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,33.02029097846201,-96.75146553696244,NONE,none,False
_V_5f12gm0aZz4ynFPfcVQ,MESQUITE,+19722166283,(972) 216-6283,"1650 Gross Rd Mesquite, TX 75149",Mesquite,TX,75149,"Animal Shelters, Pet Stores",3.1,8,False,https://www.yelp.com/biz/mesquite-mesquite-6?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.78639,-96.62929,http://yelp-ir.com/,from_yelp,False
pUxR48yhw8m4MCvirmK4pQ,Lakewood Veterinary Center,+12148264800,(214) 826-4800,"5726 Belmont Ave Dallas, TX 75206",Dallas,TX,75206,Veterinarians,4.6,83,False,https://www.yelp.com/biz/lakewood-veterinary-center-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.81705,-96.768994,NONE,none,False
ew-i8R61cyHXZnTHVntuPQ,Barking Hound Village - Dallas,+12143508811,(214) 350-8811,"5922 Cedar Springs Rd Dallas, TX 75235",Dallas,TX,75235,Pet Boarding,4.6,56,False,https://www.yelp.com/biz/barking-hound-village-dallas-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.8279,-96.83297,http://yelp-ir.com/,from_yelp,False
o7leZ325a1r_faLSPZq9LQ,Metro Paws Animal Hospital - Skillman,+12148871400,(214) 887-1400,"1910 Skillman St Dallas, TX 75206",Dallas,TX,75206,"Veterinarians, Pet Boarding",4.3,190,False,https://www.yelp.com/biz/metro-paws-animal-hospital-dallas-7?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.8128337,-96.7616701,http://yelp-ir.com/,from_yelp,False
FememHbWhJ4HunpnJ8eOQA,Uptown Pup,+19728639739,(972) 863-9739,"2905 Thomas Ave Dallas, TX 75204",Dallas,TX,75204,Pet Stores,4.9,32,False,https://www.yelp.com/biz/uptown-pup-dallas-3?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.7969990911455,-96.79713201392974,http://yelp-ir.com/,from_yelp,False
FX9idLFkIYLeIgn2eVr9Ww,Paw Lofts,+12143969693,(214) 396-9693,"1359 Medical District Dr Dallas, TX 75207",Dallas,TX,75207,"Pet Groomers, Pet Stores, Pet Boarding",4.7,145,False,https://www.yelp.com/biz/paw-lofts-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.805127,-96.8418419,NONE,none,False
2QEw0fOEEjL8LY8om9f3AQ,The Serpentarium,+19728034004,(972) 803-4004,"630 S Central Expy Ste 102 Richardson, TX 75080",Richardson,TX,75080,"Reptile Shops, Pet Boarding",3.9,63,False,https://www.yelp.com/biz/the-serpentarium-richardson?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.94451,-96.74127,NONE,none,False
Uwv3ztR01nSWFrAC56eddA,Dallas Pets Alive,+13252255372,(325) 225-5372,"Dallas, TX 75230",Dallas,TX,75230,"Pet Adoption, Community Service/Non-Profit",2.8,9,False,https://www.yelp.com/biz/dallas-pets-alive-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.9017143249512,-96.7944107055664,http://yelp-ir.com/,from_yelp,False
D9L2ZEvo3_Dt85KBkNbLpA,Cat In A Tree Emergency Rescue/New Leaf Tree Care,+12148501528,(214) 850-1528,"Dallas, TX 75001",Dallas,TX,75001,Pet Services,5.0,9,False,https://www.yelp.com/biz/cat-in-a-tree-emergency-rescue-new-leaf-tree-care-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.7801399,-96.8004511,NONE,none,False
y4v-5CJg6HPDUxP91KLpFQ,Good Dog Fetch,+12142539016,(214) 253-9016,"Dallas, TX 75206",Dallas,TX,75206,Pet Training,4.2,5,False,https://www.yelp.com/biz/good-dog-fetch-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.8334655761719,-96.7716827392578,NONE,none,False
7b9BLLPZLanefkYQ2hpoDQ,USA Dog Behavior,+19729654687,(972) 965-4687,"13212 Cedar Ln Dallas, TX 75234",Dallas,TX,75234,Pet Training,5.0,11,False,https://www.yelp.com/biz/usa-dog-behavior-dallas-4?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.92624535775948,-96.8562718446422,NONE,none,False
eKKed48DnTVzeiuVu9wM6A,Mansfield Animal Shelter,+18172764799,(817) 276-4799,"407 Industrial Blvd Mansfield, TX 76063",Mansfield,TX,76063,Animal Shelters,3.0,2,False,https://www.yelp.com/biz/mansfield-animal-shelter-mansfield-2?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.553395,-97.14589333,NONE,none,False
luWPxhQ7EGF_X5Hv23s03w,Pet Supplies Plus Dallas - Wycliff,+19728076317,(972) 807-6317,"2525 Wycliff Ave Ste126 Dallas, TX 75219",Dallas,TX,75219,Pet Stores,4.3,58,False,https://www.yelp.com/biz/pet-supplies-plus-dallas-16?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.81062,-96.81945,NONE,none,False
f9NNIcdmlpPIFpLP77PbNA,Tzu Zoo,,,"Dallas, TX 75240",Dallas,TX,75240,Pets,1.6,19,False,https://www.yelp.com/biz/tzu-zoo-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.93314,-96.79251,http://yelp-ir.com/,from_yelp,True
7mb64J0RFWlBPJKTPPPwdA,Petland Dallas Preston,+19723867387,(972) 386-7387,"11909 Preston Rd Ste 1428 Dallas, TX 75230",Dallas,TX,75230,Pet Stores,2.3,129,False,https://www.yelp.com/biz/petland-dallas-preston-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.91129,-96.80527,NONE,none,False
c2lJhjA93MwDe4QmSY4b7Q,Lantana Animal Hospital,+19405840101,(940) 584-0101,"4110 Justin Rd Flower Mound, TX 75077",Flower Mound,TX,75077,"Veterinarians, Pet Sitting",4.6,36,False,https://www.yelp.com/biz/lantana-animal-hospital-flower-mound?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,33.0726691,-97.0934001,NONE,none,False
tgA75O-MMGy--dfzUKdJeg,Pierre's Dog House,+19729134221,(972) 913-4221,"6822 Maple Ave Dallas, TX 75235",Dallas,TX,75235,Pet Boarding,4.9,27,False,https://www.yelp.com/biz/pierres-dog-house-dallas-2?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.83081996577098,-96.8469395,NONE,none,False
1D8r96Orb81tx893e1b89w,Complete K9 Training,+16822831770,(682) 283-1770,"Burleson, TX 76028",Burleson,TX,76028,Pet Training,5.0,101,False,https://www.yelp.com/biz/complete-k9-training-burleson-2?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.52975364232048,-97.252456292627,NONE,none,False
6X8UgN9UFlwwRPsv8qNaGw,OurCalling,+12144448796,(214) 444-8796,"1702 S Cesar Chavez Blvd Dallas, TX 75215",Dallas,TX,75215,Homeless Shelters,3.9,8,False,https://www.yelp.com/biz/ourcalling-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.7742834,-96.7834704,http://ourcalling.com,guessed,True
-IKJ3nTvS5xvnfdh71LyiQ,Smart Dog Dallas,+12148847529,(214) 884-7529,"326 Rock Island St Dallas, TX 75207",Dallas,TX,75207,"Pet Training, Pet Boarding, Pet Groomers",4.6,113,False,https://www.yelp.com/biz/smart-dog-dallas-dallas?adjust_creative=rBIH4YYrKpenx0IENt2oyA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=rBIH4YYrKpenx0IENt2oyA,32.77272,-96.81352,http://yelp-ir.com/,from_yelp,False
